OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER,HELIPAD
10064,KAISER FND HOSP - SAN RAFAEL,99 MONTECILLO ROAD,SAN RAFAEL,CA,94903,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MARIN,USA,38.00475446,-122.5545704,NON-PROFIT,N
10065,NOVATO COMMUNITY HOSPITAL,180 ROLAND WAY,NOVATO,CA,94945,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MARIN,USA,38.09925492,-122.5600245,NON-PROFIT,N
10066,FRANK R HOWARD MEMORIAL HOSPITAL,1 MARCELA DRIVE,WILLITS,CA,95490,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MENDOCINO,USA,39.38969872,-123.3387298,NON-PROFIT,N
10067,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,275 HOSPITAL DRIVE,UKIAH,CA,95482,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MENDOCINO,USA,39.15290589,-123.2028083,NON-PROFIT,Y
10068,MEMORIAL HOSPITAL LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MERCED,USA,37.06409769,-120.8591896,NON-PROFIT,Y
10069,MERCY MEDICAL CENTER - MERCED,333  MERCY AVENUE,MERCED,CA,95340,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MERCED,USA,37.33985566,-120.4675283,NON-PROFIT,Y
10070,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVENUE,CLOVIS,CA,93612,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FRESNO,USA,36.8390899,-119.6604767,NON-PROFIT,Y
10071,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO AND R STREETS,FRESNO,CA,93721,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FRESNO,USA,36.74389038,-119.7852398,NON-PROFIT,Y
10072,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,3003 NORTH MARIPOSA STREET,FRESNO,CA,93703,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FRESNO,USA,36.77771535,-119.7796771,NON-PROFIT,N
10073,KAISER FND HOSP - FRESNO,7300 NORTH FRESNO STREET,FRESNO,CA,93720,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FRESNO,USA,36.84252969,-119.7803051,NON-PROFIT,N
10074,ADVENTIST MEDICAL CENTER-SELMA,1141 ROSE AVENUE,SELMA,CA,93662,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FRESNO,USA,36.56786704,-119.5986674,NON-PROFIT,N
10075,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,CA,93720,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FRESNO,USA,36.83508748,-119.7657629,NON-PROFIT,N
10076,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,EL DORADO,USA,38.91157868,-119.9965468,NON-PROFIT,Y
10077,MARSHALL  MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,CA,95667,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,EL DORADO,USA,38.72494785,-120.791412,NON-PROFIT,N
10078,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,CA,94520,NOT AVAILABLE,PSYCHIATRIC,OPEN,CONTRA COSTA,USA,37.98598836,-122.0371023,NON-PROFIT,N
10079,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,CA,94520,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,USA,37.98308958,-122.0334968,NON-PROFIT,N
10080,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,CA,94598,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,USA,37.91291021,-122.0412565,NON-PROFIT,Y
10081,KAISER FND HOSP - RICHMOND CAMPUS,901 NEVIN,RICHMOND,CA,94804,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,USA,37.93718466,-122.3613784,NON-PROFIT,N
10082,KAISER FND HOSP - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,CA,94596,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,USA,37.89134636,-122.0588393,NON-PROFIT,N
10083,KAISER FOUND HSP-ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,USA,37.95099113,-121.7751382,NON-PROFIT,N
10084,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CONTRA COSTA,USA,37.98223445,-121.8029785,NON-PROFIT,N
10085,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER STREET,COLUSA,CA,95932,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,COLUSA,USA,39.20646086,-122.0003794,NON-PROFIT,N
10086,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,420 - 34TH STREET,BAKERSFIELD,CA,93301,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,KERN,USA,35.39134233,-119.0068733,NON-PROFIT,Y
10087,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,KERN,USA,35.76226418,-119.238822,NON-PROFIT,N
10088,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,KERN,USA,35.41174058,-119.0395905,NON-PROFIT,N
10089,TRIHEALTH EVENDALE MEDICAL CENTER,3155 GLENDALE-MILFORD ROAD,CINCINNATI,OH,45241,(513) 862-1400,GENERAL ACUTE CARE,OPEN,HAMILTON,USA,39.25148913,-84.42041236,NON-PROFIT,N
10090,MERCY HOSPITAL - BAKERSFIELD,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,KERN,USA,35.37286364,-119.0277046,NON-PROFIT,N
10091,MERCY SOUTHWEST HOSPITAL,400 OLD RIVER RD,BAKERSFIELD,CA,93311,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,KERN,USA,35.35150429,-119.1124505,NON-PROFIT,N
10092,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,CA,93555,(760) 446-3551,GENERAL ACUTE CARE,OPEN,KERN,USA,35.64067202,-117.671251,NON-PROFIT,Y
10093,ST MARYS HOSPITAL AND MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,(970) 244-2273,GENERAL ACUTE CARE,OPEN,MESA,USA,39.09050716,-108.5635725,NON-PROFIT,Y
10094,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,300 WEST OTTLEY AVENUE,FRUITA,CO,81521,(970) 858-9871,CRITICAL ACCESS,OPEN,MESA,USA,39.16368404,-108.7366651,NON-PROFIT,N
10095,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,CO,80751,(970) 522-0122,GENERAL ACUTE CARE,OPEN,LOGAN,USA,40.61252907,-103.2207586,NON-PROFIT,Y
10096,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVENUE,TRINIDAD,CO,81082,(719) 846-9213,CRITICAL ACCESS,OPEN,LAS ANIMAS,USA,37.1732064,-104.4876116,NON-PROFIT,Y
10097,KAISER FND HOSP - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.60179775,-121.393144,NON-PROFIT,N
10098,KAISER FND HOSP - SOUTH SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.47063789,-121.4225467,NON-PROFIT,Y
10099,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,CA,95819,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.57006128,-121.4524684,NON-PROFIT,N
10100,MERCY HOSPITAL - FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.67031491,-121.1456769,NON-PROFIT,Y
10101,MERCY SAN JUAN HOSPITAL,6501 COYLE AVENUE,CARMICHAEL,CA,95608,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.66982929,-121.3141082,NON-PROFIT,Y
10102,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.46354745,-121.4165264,NON-PROFIT,N
10103,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,2425 STOCKTON BLVD,SACRAMENTO,CA,95817,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.55296329,-121.45533,NON-PROFIT,Y
10104,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BOULEVARD,SACRAMENTO,CA,95826,NOT AVAILABLE,PSYCHIATRIC,OPEN,SACRAMENTO,USA,38.54992593,-121.4146168,NON-PROFIT,N
10105,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVE,SACRAMENTO,CA,95816,(916) 887-0000,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.57196715,-121.4692248,NON-PROFIT,N
10106,SUTTER MEMORIAL HOSPITAL,5151 F STREET,SACRAMENTO,CA,95819,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,SACRAMENTO,USA,38.57152784,-121.438574,NON-PROFIT,N
10107,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SACRAMENTO,USA,38.55492974,-121.4554555,NON-PROFIT,Y
10108,"GENERAL HOSPITAL, THE",2200 HARRISON AVENUE,EUREKA,CA,95501,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,HUMBOLDT,USA,40.78816855,-124.1402628,NON-PROFIT,N
10109,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,HUMBOLDT,USA,40.58262492,-124.1364053,NON-PROFIT,N
10110,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,CA,95501,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,HUMBOLDT,USA,40.78412185,-124.1422369,NON-PROFIT,N
10111,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,CA,95988,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,GLENN,USA,39.52127867,-122.2080454,NON-PROFIT,N
10112,ST ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DRIVE,FRISCO,CO,80443,(970) 668-3300,GENERAL ACUTE CARE,OPEN,SUMMIT,USA,39.56943684,-106.0779542,NON-PROFIT,Y
10113,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SISKIYOU,USA,41.71937331,-122.6457166,NON-PROFIT,N
10114,MERCY MEDICAL CENTER MT. SHASTA,"914 PINE STREET, BOX 239",MOUNT SHASTA,CA,96067,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SISKIYOU,USA,41.31865738,-122.3211257,NON-PROFIT,Y
10115,COMMUNITY HOSPITAL MONTEREY PENINSULA,23625 W. R. HOLMAN HIGHWAY,MONTEREY,CA,93940,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MONTEREY,USA,36.57890187,-121.9131287,NON-PROFIT,N
10116,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MONTEREY,USA,36.20581243,-121.1328573,NON-PROFIT,Y
10117,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,NEVADA,USA,39.22801629,-121.0474998,NON-PROFIT,Y
10118,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 WEST LA PALMA AVENUE,ANAHEIM,CA,92801,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.84815379,-117.9344477,NON-PROFIT,N
10119,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD.,5TH FL",MISSION VIEJO,CA,92691,NOT AVAILABLE,CHILDREN,OPEN,ORANGE,USA,33.56040427,-117.6658226,NON-PROFIT,Y
10120,SOUTH COAST GLOBAL MEDICAL CENTER,2701 BRISTOL STREET,SANTA ANA,CA,92704,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.71113399,-117.8846222,NON-PROFIT,N
10121,HOAG HOSPITAL IRVINE,16200 SAND CANYON AVENUE,IRVINE,CA,92718,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.66070177,-117.7724095,NON-PROFIT,N
10122,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.62447112,-117.929302,NON-PROFIT,Y
10123,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.66039694,-117.7732064,NON-PROFIT,N
10124,KAISER FND HOSP - ANAHEIM,441 LAKEVIEW AVENUE,ANAHEIM,CA,92807,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,ORANGE,USA,33.85392639,-117.8173843,NON-PROFIT,Y
10125,KAISER FND HOSP - IRVINE,6640 ALTON PARKWAY,IRVINE,CA,92618,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.65823563,-117.7749278,NON-PROFIT,N
10126,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.84751418,-118.0383023,NON-PROFIT,N
10127,MISSION HOSPITAL LAGUNA BEACH,31872 S COAST HIGHWAY,LAGUNA BEACH,CA,92677,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.50066116,-117.7409066,NON-PROFIT,N
10128,MISSION HOSPITAL REGIONAL MEDICAL CENTER,27700 MEDICAL CENTER ROAD,MISSION VIEJO,CA,92691,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.56054347,-117.6651445,NON-PROFIT,Y
10129,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.70046195,-117.9558942,NON-PROFIT,N
10130,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.60897585,-117.7091282,NON-PROFIT,Y
10131,REGENCY HOSPITAL OF CINCINNATI LLC,"10500 MONTGOMERY ROAD,1ST FLOOR",CINCINNATI,OH,45219,(717) 975-4503,LONG TERM CARE,OPEN,HAMILTON,USA,39.25224746,-84.34135468,PROPRIETARY,N
10132,ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,CA,92868,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.7814698,-117.8642227,NON-PROFIT,Y
10133,ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,CA,92835,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.89354835,-117.9274627,NON-PROFIT,N
10134,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92668,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,ORANGE,USA,33.78878672,-117.8886634,NON-PROFIT,Y
10135,BRANDEL MANOR - D/P SNF OF EMANUEL MEDICAL CTR,1801 NORTH OLIVE STREET,TURLOCK,CA,95380,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,STANISLAUS,USA,37.51060891,-120.8405944,NON-PROFIT,Y
10136,"EMANUEL MEDICAL CENTER, INC",825 DELBON AVENUE,TURLOCK,CA,95380,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,STANISLAUS,USA,37.51231404,-120.8391509,NON-PROFIT,Y
10137,KAISER FND HOSP-MODESTO,4601 DALE RD,MODESTO,CA,95356,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,STANISLAUS,USA,37.70560221,-121.0501568,NON-PROFIT,Y
10138,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,1700 COFFEE ROAD,MODESTO,CA,95355,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,STANISLAUS,USA,37.66832477,-120.9741604,NON-PROFIT,Y
10139,FREMONT MEDICAL CENTER,970 PLUMAS STREET,YUBA CITY,CA,95991,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SUTTER,USA,39.14310632,-121.618012,NON-PROFIT,N
10140,SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,80218,(303) 837-7111,GENERAL ACUTE CARE,OPEN,DENVER,USA,39.74537034,-104.96969,NON-PROFIT,Y
10141,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,CO,80206,(303) 388-4461,SPECIAL,OPEN,DENVER,USA,39.73913677,-104.9420573,NON-PROFIT,N
10142,VAIL VALLEY MEDICAL CENTER,181 W MEADOW DRIVE,VAIL,CO,81657,(970) 476-2451,GENERAL ACUTE CARE,OPEN,EAGLE,USA,39.64337027,-106.3819852,NON-PROFIT,N
10143,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,(970) 879-1322,GENERAL ACUTE CARE,OPEN,ROUTT,USA,40.46320642,-106.8148581,NON-PROFIT,Y
10144,RIO GRANDE HOSPITAL,0310 COUNTY RD 14,DEL NORTE,CO,81132,(719) 657-2510,CRITICAL ACCESS,OPEN,RIO GRANDE,USA,37.67431142,-106.3639268,NON-PROFIT,Y
10145,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,PUEBLO,CO,81003,(719) 584-4000,GENERAL ACUTE CARE,OPEN,PUEBLO,USA,38.28163718,-104.6127363,NON-PROFIT,Y
10146,PAGOSA MOUNTAIN HOSPITAL,95 SOUTH PAGOSA BOULEVARD,PAGOSA SPRINGS,CO,81147,(970) 731-3700,CRITICAL ACCESS,OPEN,ARCHULETA,USA,37.25214825,-107.078312,NON-PROFIT,Y
10147,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,LITTLETON,CO,80122,(303) 730-8900,GENERAL ACUTE CARE,OPEN,ARAPAHOE,USA,39.57633122,-104.9860738,NON-PROFIT,Y
10148,CRAIG HOSPITAL,3425 S CLARKSON ST,ENGLEWOOD,CO,80113,(303) 789-8000,REHABILITATION,OPEN,ARAPAHOE,USA,39.65428727,-104.9785893,NON-PROFIT,N
10149,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,106 BLANCA AVE,ALAMOSA,CO,81101,(719) 589-2511,GENERAL ACUTE CARE,OPEN,ALAMOSA,USA,37.472182,-105.8827424,NON-PROFIT,Y
10150,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,(303) 498-1601,GENERAL ACUTE CARE,OPEN,ADAMS,USA,39.96472488,-104.7691968,NON-PROFIT,Y
10151,NEW HORIZONS LANIER PARK HOSPITAL,675 WHITE SULPHUR ROAD,GAINESVILLE,GA,30501,(770) 535-3553,GENERAL ACUTE CARE,OPEN,HALL,USA,34.32080384,-83.79500295,NON-PROFIT,Y
10152,JOAN GLANCY MEMORIAL HOSPITAL,3215 MCCLURE BRIDGE ROAD,DULUTH,GA,30136,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,GWINNETT,USA,34.0068349,-84.15290664,NON-PROFIT,N
10153,PIEDMONT MOUNTAINSIDE HOSPITAL,1266 EAST CHURCH STREET,JASPER,GA,30143,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,PICKENS,USA,34.45824868,-84.41291289,NON-PROFIT,N
10154,LOWER CONEE COMMUNITY HOSPITAL,111 THIRD STREET,GLENWOOD,GA,30428,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,WHEELER,USA,32.18006795,-82.67208637,NON-PROFIT,N
10155,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,GORDON,USA,34.5102282,-84.926543,NON-PROFIT,Y
10156,SHEPHERD CENTER,2020 PEACHTREE ROAD NW,ATLANTA,GA,30309,NOT AVAILABLE,REHABILITATION,OPEN,FULTON,USA,33.81006102,-84.39376186,NON-PROFIT,Y
10157,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FULTON,USA,33.80881537,-84.39441534,NON-PROFIT,Y
10159,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FULTON,USA,33.75198855,-84.38179157,NON-PROFIT,Y
10160,SAINT JOSEPHS HOSPITAL OF ATLANTA,5665 PEACHTREE DUNWOODY RD NE,SANDY SPRINGS,GA,30342,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FULTON,USA,33.90875798,-84.3489835,NON-PROFIT,Y
10161,EMORY JOHNS CREEK HOSPITAL,6325 WEST JOHNS CROSSING,JOHNS CREEK,GA,30097,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FULTON,USA,34.06667514,-84.17662808,NON-PROFIT,Y
10162,NORTHSIDE HOSPITAL - CHEROKEE,201 HOSPITAL ROAD,CANTON,GA,30114,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CHEROKEE,USA,34.24537365,-84.49025393,NON-PROFIT,Y
10163,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31404,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CHATHAM,USA,32.03053088,-81.08886242,NON-PROFIT,Y
10164,ATHENS REGIONAL MED CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CLARKE,USA,33.96129247,-83.39794507,NON-PROFIT,Y
10165,ST MARYS HEALTH CARE SYSTEM,1230 BAXTER STREET,ATHENS,GA,30606,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CLARKE,USA,33.94722132,-83.40525246,NON-PROFIT,Y
10166,PIEDMONT NEWNAN HOSPITAL,745 POPLAR ROAD,NEWNAN,GA,30263,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,COWETA,USA,33.35712855,-84.75501904,NON-PROFIT,Y
10167,SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,NOT AVAILABLE,LONG TERM CARE,OPEN,CLAYTON,USA,33.5793287,-84.3891338,NON-PROFIT,Y
10168,SOUTHERN REGIONAL MEDICAL CENTER,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,CLAYTON,USA,33.57901979,-84.38995142,NON-PROFIT,Y
10169,WELLSTAR COBB HOSPITAL,3950 AUSTELL ROAD,AUSTELL,GA,30106,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,COBB,USA,33.85754197,-84.6050249,NON-PROFIT,Y
10170,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,COBB,USA,33.96795254,-84.55135211,NON-PROFIT,Y
10171,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,MARIETTA,GA,30067,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,COBB,USA,33.89976139,-84.4794458,NON-PROFIT,N
10172,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,COFFEE,USA,31.51118816,-82.8645826,NON-PROFIT,Y
10173,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DR,CUMMING,GA,30041,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,FORSYTH,USA,34.17759706,-84.1414718,NON-PROFIT,Y
10174,FLOYD MEDICAL CENTER,304 TURNER MCCALL BOULEVARD,ROME,GA,30165,(706) 509-6900,GENERAL ACUTE CARE,OPEN,FLOYD,USA,34.25975347,-85.17914532,NON-PROFIT,N
10176,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31904,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,MUSCOGEE,USA,32.50638542,-84.96067899,NON-PROFIT,N
10177,DONALSONVILLE HOSPITAL,102 HOSPITAL CIRCLE,DONALSONVILLE,GA,39845,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,SEMINOLE,USA,31.05123779,-84.88063362,NON-PROFIT,Y
10178,RIDGEVIEW INSTITUTE,3995 SOUTH COBB DRIVE SE,SMYRNA,GA,30080,NOT AVAILABLE,PSYCHIATRIC,OPEN,COBB,USA,33.85644329,-84.51105483,NON-PROFIT,N
10179,PERRY HOSPITAL,1120 MORNINGSIDE DRIVE,PERRY,GA,31069,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,HOUSTON,USA,32.45962324,-83.71002552,NON-PROFIT,N
10180,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,JASPER,USA,33.31419258,-83.68648212,NON-PROFIT,N
10181,REHABILITATION HOSPITAL NAVICENT HEALTH,3351 NORTHSIDE DRIVE,MACON,GA,31210,(478) 201-6500,REHABILITATION,OPEN,BIBB,USA,32.89327202,-83.68046992,NON-PROFIT,N
10182,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,NOT AVAILABLE,CRITICAL ACCESS,OPEN,WORTH,USA,31.5117226,-83.84015579,NON-PROFIT,Y
10183,WILDWOOD LIFESTYLE CENTER AND HOSPITAL,435 LIFESTYLE LANE,WILDWOOD,GA,30757,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,DADE,USA,34.98075749,-85.40189129,NON-PROFIT,N
